rel,rel_ma4,rel_chg4,eff_per_video_s,log_lag,gini_s,n_channels_s,n_new_videos_s,growth_s,accel_s,eff_per_video_s_d4,log_lag_d4,n_channels_s_d4,n_new_videos_s_d4,gini_s_d4,bass_r2,log_qp,label,product
25.0,49.89285714285714,-0.6212121212121212,18.49838739204411,6.077902679191426,0.712525779616858,69.66666666666667,8.0,-0.4262457531143827,-0.0889099182175721,-0.5851807349461962,0.8709691707491638,-0.0991379310344826,-0.6962025316455696,-0.0910338640374774,0.8788190409359685,5.891051431205939,1,달고나커피
25.0,39.64285714285714,-0.6212121212121212,14.313971807628525,6.568728838713824,0.6769639095285571,64.33333333333333,4.666666666666667,-0.4835874439461883,-0.1548698039702701,-0.5897740380540917,0.7669948101953137,-0.1572052401746725,-0.7846153846153846,-0.1181800874607278,0.8788190409359685,5.891051431205939,1,달고나커피
25.0,29.392857142857142,-0.6212121212121212,16.231616565062016,6.370833687627444,0.7196607926201869,63.66666666666666,5.666666666666667,-0.1931902294596594,0.2330555236547232,-0.4679104748202882,0.5564114232286554,-0.1434977578475336,-0.6666666666666666,-0.0759165576126839,0.8788190409359685,5.891051431205939,1,달고나커피
21.0,24.0,-0.5067114093959731,14.655037919826652,6.598343067220313,0.7206275796596016,63.333333333333336,4.666666666666667,0.0197985411601251,0.5033859851063135,-0.4265573747491318,0.2549850340867465,-0.1121495327102802,-0.5882352941176471,-0.0448171526997367,0.8788190409359685,5.891051431205939,1,달고나커피
11.0,20.5,-0.56,12.79670458649332,6.813136656293354,0.710812076319729,62.0,4.666666666666667,-0.2125382262996941,-0.0193479968400346,-0.3082259380081423,0.1209683695033663,-0.1100478468899521,-0.4166666666666666,-0.0024051105884906,0.8788190409359685,5.891051431205939,1,달고나커피
11.0,17.0,-0.56,7.006043956043956,7.27822855417308,0.6366449627548545,57.66666666666666,2.333333333333333,-0.5728882833787465,-0.5926868245388717,-0.5105450779000321,0.1080117223408141,-0.1036269430051812,-0.5,-0.0595584878398924,0.8788190409359685,5.891051431205939,1,달고나커피
11.0,13.5,-0.56,6.037114845938376,7.407495912857239,0.6133892385257913,53.0,2.6666666666666665,-0.6170873786407767,-0.4045491523410826,-0.6280644739395179,0.1627200263041015,-0.1675392670157067,-0.5294117647058825,-0.1476689506836621,0.8788190409359685,5.891051431205939,1,달고나커피
11.0,11.0,-0.4761904761904761,5.589651077822434,7.510660364347476,0.5585344097241721,50.333333333333336,3.0,-0.3157894736842105,0.257098809694536,-0.6185850143546711,0.1382646048914058,-0.2052631578947368,-0.3571428571428572,-0.2249333421460172,0.8788190409359685,5.891051431205939,1,달고나커피
8.428571428571429,10.357142857142858,-0.2337662337662337,5.347767960939316,7.58558131289392,0.5407697160420473,46.66666666666666,2.6666666666666665,-0.233265720081136,0.3838216585596407,-0.5820980374444383,0.1133757761760219,-0.2473118279569892,-0.4285714285714286,-0.239222666500105,0.8788190409359685,5.891051431205939,1,달고나커피
8.0,9.607142857142858,-0.2727272727272727,4.752236725189202,7.669121525545939,0.5119021558178704,44.333333333333336,1.3333333333333333,-0.261072261072261,0.0547172126119495,-0.3216947031727435,0.0537071580623467,-0.2312138728323698,-0.4285714285714286,-0.1959377898746014,0.8788190409359685,5.891051431205939,1,달고나커피
8.0,8.857142857142858,-0.2727272727272727,4.195912614517266,7.754525341378324,0.5116239251063762,43.66666666666666,0.3333333333333333,-0.2724867724867724,-0.0392210524056364,-0.3049804879328783,0.0468484130944635,-0.1761006289308176,-0.875,-0.1659065843150362,0.8788190409359685,5.891051431205939,1,달고나커피
8.0,8.107142857142858,-0.2727272727272727,3.952905621510274,7.844127557130405,0.5026718310665629,42.0,0.3333333333333333,-0.2176656151419558,0.0434066459303051,-0.2928171067432332,0.0443991841737207,-0.1655629139072848,-0.8888888888888888,-0.1000163601114505,0.8788190409359685,5.891051431205939,1,달고나커피
6.857142857142856,7.7142857142857135,-0.1864406779661018,4.938811188811189,7.894763769178895,0.5496261411421953,38.66666666666666,0.6666666666666666,0.009090909090909,0.2815776815776815,-0.0764724227220013,0.0407592303782213,-0.1714285714285714,-0.75,0.0163774428142338,0.8788190409359685,5.891051431205939,0,달고나커피
6.0,7.2142857142857135,-0.25,5.143789543789544,7.951243162243291,0.5669743518866326,35.666666666666664,0.6666666666666666,0.096774193548387,0.3144398086903428,0.0823933741610385,0.0367866952893627,-0.1954887218045113,-0.5,0.1075834423490029,0.8788190409359685,5.891051431205939,1,달고나커피
6.0,6.7142857142857135,-0.25,5.072494984690107,8.001830407572632,0.5726162796509394,36.0,0.3333333333333333,-0.0198198198198197,-0.0289107289107287,0.2089133999454586,0.031891709074014,-0.1755725190839694,0.0,0.1192132571436759,0.8788190409359685,5.891051431205939,1,달고나커피
